filename,timestamp,total_time_seconds,train_dataset_size,test_dataset_size,model_type,model_name_full,train_accuracy,test_accuracy,overfitting_score,f1_macro,f1_weighted,training_time,tfidf_max_features,tfidf_ngram_range,tfidf_min_df,tfidf_max_df,tfidf_sublinear_tf,lr_C,lr_max_iter,lr_solver,rf_n_estimators,rf_max_depth,rf_min_samples_split,rf_max_features,gb_n_estimators,gb_learning_rate,gb_max_depth,gb_subsample,datetime,efficiency
balanced_configuration_results_20250819_024601.json,2025-08-19T02:46:01.106136,31.95,100000,30000,logistic_regression,LogisticRegression,0.9246,0.9026,0.022,0.9025,0.9026,9.57,10000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 02:46:01.106136,0.09431556948798328
balanced_configuration_results_20250819_024601.json,2025-08-19T02:46:01.106136,31.95,100000,30000,random_forest,RandomForestClassifier,0.8642,0.8476,0.0166,0.847,0.8472,10.28,10000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,log2,,,,,2025-08-19 02:46:01.106136,0.08245136186770428
balanced_configuration_results_20250819_024601.json,2025-08-19T02:46:01.106136,31.95,100000,30000,gradient_boosting,GradientBoostingClassifier,0.8135,0.8037,0.0098,0.8016,0.8021,11.38,10000,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 02:46:01.106136,0.07062390158172231
balanced_configuration_results_20250819_024930.json,2025-08-19T02:49:30.087242,63.0,200000,50000,logistic_regression,LogisticRegression,0.9305,0.9113,0.0192,0.9113,0.9113,18.88,20000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 02:49:30.087242,0.048268008474576275
balanced_configuration_results_20250819_024930.json,2025-08-19T02:49:30.087242,63.0,200000,50000,random_forest,RandomForestClassifier,0.8473,0.832,0.0153,0.8314,0.8316,20.04,20000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,log2,,,,,2025-08-19 02:49:30.087242,0.04151696606786427
balanced_configuration_results_20250819_024930.json,2025-08-19T02:49:30.087242,63.0,200000,50000,gradient_boosting,GradientBoostingClassifier,0.7764,0.7678,0.0086,0.7653,0.7657,22.54,20000,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 02:49:30.087242,0.034063886424134875
balanced_configuration_results_20250819_030058.json,2025-08-19T03:00:58.239598,30.11,100000,10000,logistic_regression,LogisticRegression,0.9322,0.9076,0.0246,0.9075,0.9076,9.27,20000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 03:00:58.239598,0.09790722761596549
balanced_configuration_results_20250819_030058.json,2025-08-19T03:00:58.239598,30.11,100000,10000,random_forest,RandomForestClassifier,0.8594,0.8439,0.0155,0.8434,0.8436,9.69,15000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,log2,,,,,2025-08-19 03:00:58.239598,0.08708978328173375
balanced_configuration_results_20250819_030058.json,2025-08-19T03:00:58.239598,30.11,100000,10000,gradient_boosting,GradientBoostingClassifier,0.8135,0.8028,0.0107,0.8006,0.8011,11.13,10000,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 03:00:58.239598,0.07212938005390834
balanced_configuration_results_20250819_030303.json,2025-08-19T03:03:03.647183,29.63,100000,10000,random_forest,RandomForestClassifier,0.8556,0.8393,0.0163,0.8385,0.8388,9.62,20000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,log2,,,,,2025-08-19 03:03:03.647183,0.08724532224532226
balanced_configuration_results_20250819_030303.json,2025-08-19T03:03:03.647183,29.63,100000,10000,logistic_regression,LogisticRegression,0.9322,0.9076,0.0246,0.9075,0.9076,9.01,20000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 03:03:03.647183,0.10073251942286349
balanced_configuration_results_20250819_030303.json,2025-08-19T03:03:03.647183,29.63,100000,10000,gradient_boosting,GradientBoostingClassifier,0.7757,0.7616,0.0141,0.7567,0.7576,10.9,20000,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 03:03:03.647183,0.06987155963302752
balanced_configuration_results_20250819_030547.json,2025-08-19T03:05:47.613154,30.87,100000,10000,gradient_boosting,GradientBoostingClassifier,0.8295,0.8209,0.0086,0.8193,0.8197,11.38,5000,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 03:05:47.613154,0.07213532513181019
balanced_configuration_results_20250819_030547.json,2025-08-19T03:05:47.613154,30.87,100000,10000,logistic_regression,LogisticRegression,0.9141,0.8969,0.0172,0.8968,0.8969,9.13,5000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 03:05:47.613154,0.09823658269441402
balanced_configuration_results_20250819_030547.json,2025-08-19T03:05:47.613154,30.87,100000,10000,random_forest,RandomForestClassifier,0.8665,0.8464,0.0201,0.8456,0.8459,10.31,5000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,log2,,,,,2025-08-19 03:05:47.613154,0.08209505334626577
balanced_configuration_results_20250819_030912.json,2025-08-19T03:09:12.019663,34.49,100000,10000,logistic_regression,LogisticRegression,0.9141,0.8969,0.0172,0.8968,0.8969,9.12,5000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 03:09:12.019663,0.09834429824561405
balanced_configuration_results_20250819_030912.json,2025-08-19T03:09:12.019663,34.49,100000,10000,random_forest,RandomForestClassifier,0.8595,0.8365,0.023,0.8359,0.8362,12.33,5000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,sqrt,,,,,2025-08-19 03:09:12.019663,0.0678426601784266
balanced_configuration_results_20250819_030912.json,2025-08-19T03:09:12.019663,34.49,100000,10000,gradient_boosting,GradientBoostingClassifier,0.8445,0.8409,0.0036,0.8404,0.8406,12.99,5000,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 03:09:12.019663,0.06473441108545035
balanced_configuration_results_20250819_031300.json,2025-08-19T03:13:00.192954,36.07,100000,10000,logistic_regression,LogisticRegression,0.929,0.9058,0.0232,0.9057,0.9058,9.26,15000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 03:13:00.192954,0.09781857451403889
balanced_configuration_results_20250819_031300.json,2025-08-19T03:13:00.192954,36.07,100000,10000,random_forest,RandomForestClassifier,0.8604,0.8387,0.0217,0.838,0.8383,13.0,8000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,sqrt,,,,,2025-08-19 03:13:00.192954,0.06451538461538461
balanced_configuration_results_20250819_031300.json,2025-08-19T03:13:00.192954,36.07,100000,10000,gradient_boosting,GradientBoostingClassifier,0.8417,0.8373,0.0044,0.8368,0.837,13.74,2500,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 03:13:00.192954,0.06093886462882096
balanced_configuration_results_20250819_031626.json,2025-08-19T03:16:26.178885,34.65,100000,10000,logistic_regression,LogisticRegression,0.929,0.9058,0.0232,0.9057,0.9058,9.26,15000,"[1, 2]",5,0.85,True,1.0,1500.0,liblinear,,,,,,,,,2025-08-19 03:16:26.178885,0.09781857451403889
balanced_configuration_results_20250819_031626.json,2025-08-19T03:16:26.178885,34.65,100000,10000,random_forest,RandomForestClassifier,0.8659,0.8457,0.0202,0.8454,0.8456,11.44,10000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,sqrt,,,,,2025-08-19 03:16:26.178885,0.07392482517482518
balanced_configuration_results_20250819_031626.json,2025-08-19T03:16:26.178885,34.65,100000,10000,gradient_boosting,GradientBoostingClassifier,0.8417,0.8373,0.0044,0.8368,0.837,13.86,2500,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 03:16:26.178885,0.060411255411255416
balanced_configuration_results_20250819_031916.json,2025-08-19T03:19:16.633265,34.05,100000,10000,gradient_boosting,GradientBoostingClassifier,0.8445,0.8409,0.0036,0.8404,0.8406,13.12,5000,"[1, 2]",5,0.85,True,,,,,,,,150.0,0.1,4.0,0.8,2025-08-19 03:19:16.633265,0.06409298780487806
balanced_configuration_results_20250819_031916.json,2025-08-19T03:19:16.633265,34.05,100000,10000,random_forest,RandomForestClassifier,0.8659,0.8457,0.0202,0.8454,0.8456,11.53,10000,"[1, 2]",5,0.85,True,,,,150.0,20.0,5.0,sqrt,,,,,2025-08-19 03:19:16.633265,0.07334778837814397
balanced_configuration_results_20250819_031916.json,2025-08-19T03:19:16.633265,34.05,100000,10000,logistic_regression,LogisticRegression,0.9352,0.9073,0.0279,0.9072,0.9073,9.28,30000,"[1, 2]",5,0.85,True,1.0,2000.0,liblinear,,,,,,,,,2025-08-19 03:19:16.633265,0.09776939655172415
balanced_configuration_results_20250819_032241.json,2025-08-19T03:22:41.805158,39.82,100000,10000,logistic_regression,LogisticRegression,0.9352,0.9073,0.0279,0.9072,0.9073,9.3,30000,"[1, 2]",5,0.85,True,1.0,2000.0,liblinear,,,,,,,,,2025-08-19 03:22:41.805158,0.09755913978494622
balanced_configuration_results_20250819_032241.json,2025-08-19T03:22:41.805158,39.82,100000,10000,gradient_boosting,GradientBoostingClassifier,0.8645,0.8624,0.0021,0.8621,0.8623,16.83,5000,"[1, 2]",5,0.85,True,,,,,,,,300.0,0.1,4.0,0.8,2025-08-19 03:22:41.805158,0.051241830065359484
balanced_configuration_results_20250819_032241.json,2025-08-19T03:22:41.805158,39.82,100000,10000,random_forest,RandomForestClassifier,0.8681,0.8459,0.0222,0.8454,0.8456,13.58,15000,"[1, 2]",5,0.85,True,,,,300.0,20.0,5.0,sqrt,,,,,2025-08-19 03:22:41.805158,0.0622901325478645
accuracy_optimized_configuration_results_20250819_042440.json,2025-08-19T04:24:40.924696,3490.65,500000,50000,gradient_boosting,GradientBoostingClassifier,0.8813,0.8753,0.0061,0.8751,0.8752,1171.98,10000,"[1, 3]",3,0.88,True,,,,,,,,500.0,0.08,6.0,0.85,2025-08-19 04:24:40.924696,0.0007468557483916108
accuracy_optimized_configuration_results_20250819_042440.json,2025-08-19T04:24:40.924696,3490.65,500000,50000,random_forest,RandomForestClassifier,0.8781,0.8526,0.0254,0.8522,0.8524,1174.59,20000,"[1, 3]",3,0.88,True,,,,500.0,30.0,3.0,sqrt,,,,,2025-08-19 04:24:40.924696,0.0007258703036804332
accuracy_optimized_configuration_results_20250819_042440.json,2025-08-19T04:24:40.924696,3490.65,500000,50000,logistic_regression,LogisticRegression,0.9404,0.9222,0.0183,0.9222,0.9222,1143.23,50000,"[1, 3]",3,0.88,True,1.5,2000.0,liblinear,,,,,,,,,2025-08-19 04:24:40.924696,0.0008066618265790786
